Operation,attributeLabel,administrationName,attributeCode,inputType,dataType,isOption,isProperty,values,SearchableInStorefront,productTypeName,supportedUsageTypes,productCode,parentProductCode,productName,UPC,productShortDescription,productFullDescription,localeCode,isActive,price,salePrice,isoCurrencyCode,productUsage,masterCatalogId,catalogId,categoryId,manageStock,outOfStockBehavior,sizeoption,coloroptions,cost,packageWidth,packageLength,packageHeight,packageWeight,heightUnit,widthUnit,lengthUnit,weightUnit,hasConfigurableOptions,hasStandAloneOptions,fulfillmentTypes,rating,giftwrap,seoUrl,metaTitle,metaDescription,publishedState
create,,,,,,,,,,Stationary,Standard,STD_065,,Professional Writing Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,25,22,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,professional-writing-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_066,,Luxury Metal Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,35,30,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,14,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,luxury-metal-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_067,,Classic Office Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,15,13,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,classic-office-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_068,,Premium Writing Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,24,20,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,8,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,premium-writing-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_069,,Signature Ink Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,27,23,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,signature-ink-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_070,,Daily Use Pen,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,11,9,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,daily-use-pen,Live,,
create,,,,,,,,,,Stationary,Standard,STD_071,,HB Graphite Pencil,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,8,6,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,hb-graphite-pencil,Live,,
create,,,,,,,,,,Stationary,Standard,STD_072,,2B Drawing Pencil,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,9,7,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,2b-drawing-pencil,Live,,
create,,,,,,,,,,Stationary,Standard,STD_073,,4B Sketch Pencil,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,10,8,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,4b-sketch-pencil,Live,,
create,,,,,,,,,,Stationary,Standard,STD_074,,Mechanical Pencil 0.5,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,14,12,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,mechanical-pencil-05,Live,,
create,,,,,,,,,,Stationary,Standard,STD_075,,Mechanical Pencil 0.7,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,15,13,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,mechanical-pencil-07,Live,,
create,,,,,,,,,,Stationary,Standard,STD_076,,Professional Drawing Pencil,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,18,15,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,professional-drawing-pencil,Live,,
create,,,,,,,,,,Stationary,Standard,STD_077,,Student Writing Pencil,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,7,5,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,student-writing-pencil,Live,,
create,,,,,,,,,,Stationary,Standard,STD_078,,Premium Graphite Pencil,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,12,10,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,premium-graphite-pencil,Live,,
create,,,,,,,,,,Stationary,Standard,STD_079,,Architect Drafting Pencil,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,20,17,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,architect-drafting-pencil,Live,,
create,,,,,,,,,,Stationary,Standard,STD_080,,Fine Sketch Pencil,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,11,9,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,fine-sketch-pencil,Live,,
create,,,,,,,,,,Stationary,Standard,STD_081,,Plastic Scale 15cm,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,5,4,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,plastic-scale-15cm,Live,,
create,,,,,,,,,,Stationary,Standard,STD_082,,Plastic Scale 30cm,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,6,5,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,plastic-scale-30cm,Live,,
create,,,,,,,,,,Stationary,Standard,STD_083,,Steel Ruler 30cm,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,10,8,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,steel-ruler-30cm,Live,,
create,,,,,,,,,,Stationary,Standard,STD_084,,Flexible Scale,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,7,6,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,flexible-scale,Live,,
create,,,,,,,,,,Stationary,Standard,STD_085,,Geometry Ruler,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,9,7,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,2,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,geometry-ruler,Live,,
create,,,,,,,,,,Stationary,Standard,STD_086,,Drafting Scale,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,14,12,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,drafting-scale,Live,,
create,,,,,,,,,,Stationary,Standard,STD_087,,Student Ruler,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,4,3,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4,yes,student-ruler,Live,,
create,,,,,,,,,,Stationary,Standard,STD_088,,Professional Measuring Scale,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,16,14,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,professional-measuring-scale,Live,,
create,,,,,,,,,,Stationary,Standard,STD_089,,Clear Plastic Ruler,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,6,5,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,clear-plastic-ruler,Live,,
create,,,,,,,,,,Stationary,Standard,STD_090,,Premium Steel Scale,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,18,15,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,premium-steel-scale,Live,,
create,,,,,,,,,,Stationary,Standard,STD_091,,Office Stapler,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,22,19,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,8,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,office-stapler,Live,,
create,,,,,,,,,,Stationary,Standard,STD_092,,Heavy Duty Stapler,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,35,30,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,14,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,heavy-duty-stapler,Live,,
create,,,,,,,,,,Stationary,Standard,STD_093,,Mini Desk Stapler,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,18,15,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,mini-desk-stapler,Live,,
create,,,,,,,,,,Stationary,Standard,STD_094,,Stapler Pin Box,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,6,5,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,1,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.1,yes,stapler-pin-box,Live,,
create,,,,,,,,,,Stationary,Standard,STD_095,,Office Paper Punch,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,20,17,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,office-paper-punch,Live,,
create,,,,,,,,,,Stationary,Standard,STD_096,,Two Hole Puncher,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,24,20,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,two-hole-p,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_101,,Wireless Mouse,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,25,21,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,wireless-mouse,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_102,,Bluetooth Keyboard,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,45,40,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,18,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,bluetooth-keyboard,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_103,,USB Flash Drive 32GB,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,18,15,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,6,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,usb-flash-drive-32gb,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_104,,USB Flash Drive 64GB,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,22,18,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,usb-flash-drive-64gb,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_105,,Portable Power Bank 10000mAh,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,35,30,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,14,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,power-bank-10000mah,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_106,,Portable Power Bank 20000mAh,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,50,45,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,20,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,power-bank-20000mah,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_107,,USB Type-C Cable,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,12,10,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,usb-type-c-cable,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_108,,Lightning Charging Cable,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,15,12,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,4,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,lightning-charging-cable,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_109,,Fast Wall Charger,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,28,24,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,fast-wall-charger,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_110,,Wireless Earbuds,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,65,58,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,25,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,wireless-earbuds,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_111,,Bluetooth Headphones,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,80,70,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,30,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,bluetooth-headphones,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_112,,Portable Bluetooth Speaker,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,55,48,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,22,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,portable-bluetooth-speaker,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_113,,Smart Fitness Band,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,60,52,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,24,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,smart-fitness-band,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_114,,Smart Watch,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,120,105,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,45,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,smart-watch,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_115,,Laptop Cooling Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,40,35,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,16,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,laptop-cooling-pad,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_116,,USB Hub 4 Port,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,22,18,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,usb-hub-4-port,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_117,,USB Hub 7 Port,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,30,26,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,11,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,usb-hub-7-port,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_118,,External Hard Drive 1TB,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,85,75,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,34,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,external-hard-drive-1tb,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_119,,External Hard Drive 2TB,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,120,105,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,48,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,yes,external-hard-drive-2tb,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_120,,Webcam HD 1080p,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,45,39,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,17,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,webcam-hd-1080p,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_121,,LED Desk Lamp,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,35,30,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,12,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,led-desk-lamp,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_122,,Ring Light for Video,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,50,44,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,20,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,ring-light-video,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_123,,Portable Mini Projector,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,150,135,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,60,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,mini-projector,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_124,,HDMI Cable 2m,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,14,11,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,hdmi-cable-2m,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_125,,HDMI Cable 5m,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,18,15,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,hdmi-cable-5m,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_126,,Gaming Mouse,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,55,48,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,21,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,gaming-mouse,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_127,,Mechanical Gaming Keyboard,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,120,105,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,48,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,yes,mechanical-gaming-keyboard,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_128,,RGB Gaming Mouse Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,25,21,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,rgb-gaming-mouse-pad,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_129,,Laptop Stand Aluminum,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,45,39,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,17,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,laptop-stand-aluminum,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_130,,Adjustable Tablet Stand,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,28,24,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,tablet-stand,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_131,,Wireless Charging Pad,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,30,26,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,11,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,yes,wireless-charging-pad,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_132,,Car Phone Charger,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,18,15,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,car-phone-charger,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_133,,Car Phone Holder,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,16,13,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,yes,car-phone-holder,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_134,,Action Camera,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,180,160,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,72,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,action-camera,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_135,,Drone with Camera,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,350,320,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,140,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,yes,drone-camera,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_136,,Smart Home Plug,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,28,24,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,yes,smart-home-plug,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_137,,WiFi Security Camera,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,95,85,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,38,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,yes,wifi-security-camera,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_138,,Smart Doorbell Camera,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,140,125,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,56,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,smart-doorbell-camera,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_139,,VR Headset,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,220,200,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,88,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,yes,vr-headset,Live,,
create,,,,,,,,,,Electronic_gadgets,Standard,STD_140,,Portable Monitor,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,260,230,USD,Standard,2,3,23,TRUE,AllowBackOrder,,,104,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,yes,portable-monitor,Live,,
create,,,,,,,,,,Apparel Configurable Product,Configurable,PC_1001,,TShirt1,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,40,35,USD,Configurable,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,yes,tshirt1,Live,,
create,,,,,,,,,,Apparel Configurable Product,,PC_1001-1,PC_1001,TShirt1-S-BLACK,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,Apparel Configurable Product,,PC_1001-2,PC_1001,TShirt1-M-BLACK,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,Apparel Configurable Product,,PC_1001-3,PC_1001,TShirt1-L-BLACK,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,Apparel Configurable Product,,PC_1001-4,PC_1001,TShirt1-S-BLUE,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,S,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,Apparel Configurable Product,,PC_1001-5,PC_1001,TShirt1-M-BLUE,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,M,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,Apparel Configurable Product,,PC_1001-6,PC_1001,TShirt1-L-BLUE,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,L,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
create,,,,,,,,,,Apparel Configurable Product,,PC_1001-7,PC_1001,TShirt1-S-RED,RUBBER,Useful Short Product,UsefulLong Description,en-US,TRUE,0,0,USD,Configurable,2,3,23,TRUE,AllowBackOrder,S,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,,,,
