Operation,productTypeName,productUsage,productCode,parentProductCode,productName,localeCode,isActive,price,salePrice,isoCurrencyCode,masterCatalogId,catalogId,categoryId,manageStock,outOfStockBehavior,sizeoption,coloroptions,cost,packageWidth,packageLength,packageHeight,packageWeight,heightUnit,widthUnit,lengthUnit,weightUnit,hasConfigurableOptions,hasStandAloneOptions,fulfillmentTypes,rating,seoUrl,publishedState
delete,Electronic_gadgets,Standard,CSVSTD_110,,Wireless Earbuds,en-US,TRUE,65,58,USD,2,3,23,TRUE,AllowBackOrder,,,25,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,wireless-earbuds,Live
delete,Electronic_gadgets,Standard,CSVSTD_111,,Bluetooth Headphones,en-US,TRUE,80,70,USD,2,3,23,TRUE,AllowBackOrder,,,30,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,bluetooth-headphones,Live
delete,Electronic_gadgets,Standard,CSVSTD_112,,Portable Bluetooth Speaker,en-US,TRUE,55,48,USD,2,3,23,TRUE,AllowBackOrder,,,22,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,portable-bluetooth-speaker,Live
delete,Electronic_gadgets,Standard,CSVSTD_113,,Smart Fitness Band,en-US,TRUE,60,52,USD,2,3,23,TRUE,AllowBackOrder,,,24,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,smart-fitness-band,Live
delete,Electronic_gadgets,Standard,CSVSTD_114,,Smart Watch,en-US,TRUE,120,105,USD,2,3,23,TRUE,AllowBackOrder,,,45,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,smart-watch,Live
delete,Electronic_gadgets,Standard,CSVSTD_115,,Laptop Cooling Pad,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,16,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,laptop-cooling-pad,Live
delete,Electronic_gadgets,Standard,CSVSTD_116,,USB Hub 4 Port,en-US,TRUE,22,18,USD,2,3,23,TRUE,AllowBackOrder,,,7,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,usb-hub-4-port,Live
delete,Electronic_gadgets,Standard,CSVSTD_117,,USB Hub 7 Port,en-US,TRUE,30,26,USD,2,3,23,TRUE,AllowBackOrder,,,11,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,usb-hub-7-port,Live
delete,Electronic_gadgets,Standard,CSVSTD_118,,External Hard Drive 1TB,en-US,TRUE,85,75,USD,2,3,23,TRUE,AllowBackOrder,,,34,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,external-hard-drive-1tb,Live
delete,Electronic_gadgets,Standard,CSVSTD_119,,External Hard Drive 2TB,en-US,TRUE,120,105,USD,2,3,23,TRUE,AllowBackOrder,,,48,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,external-hard-drive-2tb,Live
delete,Electronic_gadgets,Standard,CSVSTD_120,,Webcam HD 1080p,en-US,TRUE,45,39,USD,2,3,23,TRUE,AllowBackOrder,,,17,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,webcam-hd-1080p,Live
delete,Electronic_gadgets,Standard,CSVSTD_121,,LED Desk Lamp,en-US,TRUE,35,30,USD,2,3,23,TRUE,AllowBackOrder,,,12,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,led-desk-lamp,Live
delete,Electronic_gadgets,Standard,CSVSTD_122,,Ring Light for Video,en-US,TRUE,50,44,USD,2,3,23,TRUE,AllowBackOrder,,,20,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,ring-light-video,Live
delete,Electronic_gadgets,Standard,CSVSTD_123,,Portable Mini Projector,en-US,TRUE,150,135,USD,2,3,23,TRUE,AllowBackOrder,,,60,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,mini-projector,Live
delete,Electronic_gadgets,Standard,CSVSTD_124,,HDMI Cable 2m,en-US,TRUE,14,11,USD,2,3,23,TRUE,AllowBackOrder,,,3,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,hdmi-cable-2m,Live
delete,Electronic_gadgets,Standard,CSVSTD_125,,HDMI Cable 5m,en-US,TRUE,18,15,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,hdmi-cable-5m,Live
delete,Electronic_gadgets,Standard,CSVSTD_126,,Gaming Mouse,en-US,TRUE,55,48,USD,2,3,23,TRUE,AllowBackOrder,,,21,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,gaming-mouse,Live
delete,Electronic_gadgets,Standard,CSVSTD_127,,Mechanical Gaming Keyboard,en-US,TRUE,120,105,USD,2,3,23,TRUE,AllowBackOrder,,,48,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,mechanical-gaming-keyboard,Live
delete,Electronic_gadgets,Standard,CSVSTD_128,,RGB Gaming Mouse Pad,en-US,TRUE,25,21,USD,2,3,23,TRUE,AllowBackOrder,,,9,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,rgb-gaming-mouse-pad,Live
delete,Electronic_gadgets,Standard,CSVSTD_129,,Laptop Stand Aluminum,en-US,TRUE,45,39,USD,2,3,23,TRUE,AllowBackOrder,,,17,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,laptop-stand-aluminum,Live
delete,Electronic_gadgets,Standard,CSVSTD_130,,Adjustable Tablet Stand,en-US,TRUE,28,24,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,tablet-stand,Live
delete,Electronic_gadgets,Standard,CSVSTD_131,,Wireless Charging Pad,en-US,TRUE,30,26,USD,2,3,23,TRUE,AllowBackOrder,,,11,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.3,wireless-charging-pad,Live
delete,Electronic_gadgets,Standard,CSVSTD_132,,Car Phone Charger,en-US,TRUE,18,15,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,car-phone-charger,Live
delete,Electronic_gadgets,Standard,CSVSTD_133,,Car Phone Holder,en-US,TRUE,16,13,USD,2,3,23,TRUE,AllowBackOrder,,,5,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.2,car-phone-holder,Live
delete,Electronic_gadgets,Standard,CSVSTD_134,,Action Camera,en-US,TRUE,180,160,USD,2,3,23,TRUE,AllowBackOrder,,,72,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,action-camera,Live
delete,Electronic_gadgets,Standard,CSVSTD_135,,Drone with Camera,en-US,TRUE,350,320,USD,2,3,23,TRUE,AllowBackOrder,,,140,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,drone-camera,Live
delete,Electronic_gadgets,Standard,CSVSTD_136,,Smart Home Plug,en-US,TRUE,28,24,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.4,smart-home-plug,Live
delete,Electronic_gadgets,Standard,CSVSTD_137,,WiFi Security Camera,en-US,TRUE,95,85,USD,2,3,23,TRUE,AllowBackOrder,,,38,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.5,wifi-security-camera,Live
delete,Electronic_gadgets,Standard,CSVSTD_138,,Smart Doorbell Camera,en-US,TRUE,140,125,USD,2,3,23,TRUE,AllowBackOrder,,,56,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,smart-doorbell-camera,Live
delete,Electronic_gadgets,Standard,CSVSTD_139,,VR Headset,en-US,TRUE,220,200,USD,2,3,23,TRUE,AllowBackOrder,,,88,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.6,vr-headset,Live
delete,Electronic_gadgets,Standard,CSVSTD_140,,Portable Monitor,en-US,TRUE,260,230,USD,2,3,23,TRUE,AllowBackOrder,,,104,1,1,1,1,in,in,in,lbs,FALSE,TRUE,DirectShip|InStorePickup,4.7,portable-monitor,Live
delete,Apparel Configurable Product,Configurable,PC_1001,,TShirt1,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt1,Live
delete,Apparel Configurable Product,Configurable,PC_1001-1,PC_1001,TShirt1-S-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1001-2,PC_1001,TShirt1-M-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1001-3,PC_1001,TShirt1-L-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1001-4,PC_1001,TShirt1-S-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1001-5,PC_1001,TShirt1-M-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1001-6,PC_1001,TShirt1-L-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1001-7,PC_1001,TShirt1-S-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1001-8,PC_1001,TShirt1-M-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1001-9,PC_1001,TShirt1-L-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1002,,TShirt2,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt2 Tshirt2 Best tshirt,Live
delete,Apparel Configurable Product,Configurable,PC_1002-1,PC_1002,TShirt2-S-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1002-2,PC_1002,TShirt2-M-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1002-3,PC_1002,TShirt2-L-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003,,TShirt3,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt3Tshirt3 Best tshirt,Live
delete,Apparel Configurable Product,Configurable,PC_1003-1,PC_1003,TShirt3-S-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003-2,PC_1003,TShirt3-M-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003-3,PC_1003,TShirt3-L-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003-4,PC_1003,TShirt3-S-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003-5,PC_1003,TShirt3-M-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003-6,PC_1003,TShirt3-L-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003-7,PC_1003,TShirt3-S-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003-8,PC_1003,TShirt3-M-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1003-9,PC_1003,TShirt3-L-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1004,,TShirt4,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt4 Tshirt4 Best tshirt,Live
delete,Apparel Configurable Product,Configurable,PC_1004-1,PC_1004,TShirt4-S-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1004-2,PC_1004,TShirt4-M-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1004-3,PC_1004,TShirt4-L-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005,,TShirt5,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt5 Tshirt5Best tshirt,Live
delete,Apparel Configurable Product,Configurable,PC_1005-1,PC_1005,TShirt5-S-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005-2,PC_1005,TShirt5-M-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005-3,PC_1005,TShirt5-L-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005-4,PC_1005,TShirt5-S-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005-5,PC_1005,TShirt5-M-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005-6,PC_1005,TShirt5-L-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005-7,PC_1005,TShirt5-S-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005-8,PC_1005,TShirt5-M-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1005-9,PC_1005,TShirt5-L-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006,,TShirt6,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt6Tshirt6Best tshirt,Live
delete,Apparel Configurable Product,Configurable,PC_1006-1,PC_1006,TShirt6-S-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006-2,PC_1006,TShirt6-M-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006-3,PC_1006,TShirt6-L-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006-4,PC_1006,TShirt6-S-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006-5,PC_1006,TShirt6-M-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006-6,PC_1006,TShirt6-L-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006-7,PC_1006,TShirt6-S-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006-8,PC_1006,TShirt6-M-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1006-9,PC_1006,TShirt6-L-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007,,TShirt7,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt7Tshirt7Best tshirt,Live
delete,Apparel Configurable Product,Configurable,PC_1007-1,PC_1007,TShirt7-S-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007-2,PC_1007,TShirt7-M-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007-3,PC_1007,TShirt7-L-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007-4,PC_1007,TShirt7-S-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007-5,PC_1007,TShirt7-M-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007-6,PC_1007,TShirt7-L-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007-7,PC_1007,TShirt7-S-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007-8,PC_1007,TShirt7-M-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1007-9,PC_1007,TShirt7-L-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008,,TShirt8,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt8Tshirt8Best tshirt,Live
delete,Apparel Configurable Product,Configurable,PC_1008-1,PC_1008,TShirt8-S-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008-2,PC_1008,TShirt8-M-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008-3,PC_1008,TShirt8-L-Green,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Green,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008-4,PC_1008,TShirt8-S-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008-5,PC_1008,TShirt8-M-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008-6,PC_1008,TShirt8-L-BLUE,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Blue,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008-7,PC_1008,TShirt8-S-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,S,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008-8,PC_1008,TShirt8-M-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,M,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1008-9,PC_1008,TShirt8-L-RED,en-US,TRUE,0,0,USD,2,3,23,TRUE,AllowBackOrder,L,Red,10,1,1,1,1,in,in,in,lbs,FALSE,FALSE,DirectShip|InStorePickup|Delivery,,,
delete,Apparel Configurable Product,Configurable,PC_1009,,TShirt9,en-US,TRUE,40,35,USD,2,3,23,TRUE,AllowBackOrder,,,10,1,1,1,1,in,in,in,lbs,TRUE,TRUE,DirectShip|InStorePickup|Delivery,4.4,tshirt9Tshirt9Best tshirt,Live
